0.000000e+00	3.525882e-06
2.002002e-07	3.533628e-06
4.004004e-07	3.516280e-06
6.006006e-07	3.507000e-06
8.008008e-07	3.519775e-06
1.001001e-06	3.516806e-06
1.201201e-06	3.517855e-06
1.401401e-06	3.513690e-06
1.601602e-06	3.517390e-06
1.801802e-06	3.520597e-06
2.002002e-06	3.523001e-06
2.202202e-06	3.510631e-06
2.402402e-06	3.545869e-06
2.602603e-06	3.523285e-06
2.802803e-06	3.514662e-06
3.003003e-06	3.526041e-06
3.203203e-06	3.525581e-06
3.403403e-06	3.520103e-06
3.603604e-06	3.510092e-06
3.803804e-06	3.507827e-06
4.004004e-06	3.503299e-06
4.204204e-06	3.521636e-06
4.404404e-06	3.524110e-06
4.604605e-06	3.521743e-06
4.804805e-06	3.523322e-06
5.005005e-06	3.519415e-06
5.205205e-06	3.542607e-06
5.405405e-06	3.511645e-06
5.605606e-06	3.515193e-06
5.805806e-06	3.512830e-06
6.006006e-06	3.519593e-06
6.206206e-06	3.511504e-06
6.406406e-06	3.529135e-06
6.606607e-06	8.267085e-10
6.806807e-06	-5.980004e-09
7.007007e-06	1.393831e-08
7.207207e-06	-1.140974e-08
7.407407e-06	8.279908e-09
7.607608e-06	-1.868437e-08
7.807808e-06	1.885181e-09
8.008008e-06	7.122156e-09
8.208208e-06	2.463429e-09
8.408408e-06	1.172638e-08
8.608609e-06	-2.630721e-09
8.808809e-06	-4.045583e-09
9.009009e-06	3.407953e-09
9.209209e-06	1.807422e-08
9.409409e-06	-5.340374e-09
9.609610e-06	3.700068e-09
9.809810e-06	1.736627e-08
1.001001e-05	9.363967e-10
1.021021e-05	-4.307188e-09
1.041041e-05	-1.060988e-09
1.061061e-05	8.153331e-09
1.081081e-05	-1.105461e-08
1.101101e-05	-4.826745e-09
1.121121e-05	1.104830e-08
1.141141e-05	-1.268731e-09
1.161161e-05	4.063533e-09
1.181181e-05	-2.760968e-08
1.201201e-05	2.435427e-08
1.221221e-05	4.515940e-09
1.241241e-05	-2.057855e-08
1.261261e-05	-3.695334e-10
1.281281e-05	-2.903421e-09
1.301301e-05	-5.093564e-09
1.321321e-05	5.892017e-09
1.341341e-05	-4.748503e-09
1.361361e-05	4.245615e-09
1.381381e-05	-1.331500e-08
1.401401e-05	-9.919679e-09
1.421421e-05	-1.506865e-08
1.441441e-05	-5.631044e-09
1.461461e-05	1.660068e-11
1.481481e-05	1.386683e-08
1.501502e-05	-2.458854e-09
1.521522e-05	-1.621771e-08
1.541542e-05	-4.777520e-09
1.561562e-05	-3.376823e-09
1.581582e-05	9.525539e-10
1.601602e-05	1.299880e-08
1.621622e-05	-1.383424e-08
1.641642e-05	-1.217317e-08
1.661662e-05	-8.981297e-09
1.681682e-05	7.009802e-09
1.701702e-05	4.674094e-09
1.721722e-05	1.274382e-08
1.741742e-05	-1.188539e-09
1.761762e-05	-5.159462e-09
1.781782e-05	1.186797e-09
1.801802e-05	1.340642e-09
1.821822e-05	-4.323309e-09
1.841842e-05	-6.605811e-09
1.861862e-05	1.687709e-08
1.881882e-05	1.104537e-09
1.901902e-05	-3.159198e-09
1.921922e-05	1.517624e-08
1.941942e-05	-3.480220e-09
1.961962e-05	2.596298e-08
1.981982e-05	-8.475026e-09
2.002002e-05	3.503442e-06
2.022022e-05	3.508545e-06
2.042042e-05	3.529460e-06
2.062062e-05	3.494166e-06
2.082082e-05	3.520208e-06
2.102102e-05	3.511438e-06
2.122122e-05	3.508513e-06
2.142142e-05	3.525895e-06
2.162162e-05	3.523399e-06
2.182182e-05	3.518375e-06
2.202202e-05	3.515553e-06
2.222222e-05	3.541832e-06
2.242242e-05	3.549854e-06
2.262262e-05	3.535759e-06
2.282282e-05	3.518638e-06
2.302302e-05	3.516471e-06
2.322322e-05	3.509885e-06
2.342342e-05	3.503851e-06
2.362362e-05	3.506828e-06
2.382382e-05	3.520360e-06
2.402402e-05	3.505603e-06
2.422422e-05	3.539771e-06
2.442442e-05	3.537662e-06
2.462462e-05	3.520996e-06
2.482482e-05	3.516321e-06
2.502503e-05	3.505603e-06
2.522523e-05	3.502193e-06
2.542543e-05	3.515574e-06
2.562563e-05	3.511546e-06
2.582583e-05	3.501776e-06
2.602603e-05	3.514157e-06
2.622623e-05	3.523729e-06
2.642643e-05	3.520131e-06
2.662663e-05	1.819969e-08
2.682683e-05	1.994762e-08
2.702703e-05	-1.402266e-08
2.722723e-05	2.868529e-09
2.742743e-05	5.928167e-09
2.762763e-05	-1.078330e-08
2.782783e-05	4.943236e-09
2.802803e-05	-7.825165e-09
2.822823e-05	7.640856e-09
2.842843e-05	-6.496490e-09
2.862863e-05	-1.718761e-08
2.882883e-05	-2.749552e-08
2.902903e-05	-2.344799e-09
2.922923e-05	-5.422514e-10
2.942943e-05	-6.818015e-09
2.962963e-05	-9.943879e-09
2.982983e-05	-1.851973e-08
3.003003e-05	-7.592029e-09
3.023023e-05	6.355603e-09
3.043043e-05	-4.758354e-09
3.063063e-05	4.346447e-09
3.083083e-05	-3.636367e-09
3.103103e-05	5.759037e-10
3.123123e-05	-1.869375e-08
3.143143e-05	-9.527134e-10
3.163163e-05	1.343806e-08
3.183183e-05	-1.150288e-08
3.203203e-05	-1.225304e-09
3.223223e-05	9.209159e-09
3.243243e-05	7.562797e-09
3.263263e-05	-9.244304e-10
3.283283e-05	2.454332e-09
3.303303e-05	-2.644900e-08
3.323323e-05	-4.215420e-09
3.343343e-05	-8.634643e-09
3.363363e-05	1.083642e-08
3.383383e-05	2.509082e-08
3.403403e-05	3.748069e-09
3.423423e-05	6.681370e-09
3.443443e-05	-5.157425e-09
3.463463e-05	-2.156738e-10
3.483483e-05	-1.352040e-09
3.503504e-05	-8.129233e-09
3.523524e-05	-5.777068e-09
3.543544e-05	1.038951e-08
3.563564e-05	1.129127e-08
3.583584e-05	-4.810092e-09
3.603604e-05	-9.712200e-10
3.623624e-05	-1.098201e-08
3.643644e-05	1.112071e-08
3.663664e-05	3.358473e-09
3.683684e-05	8.351324e-09
3.703704e-05	-5.218437e-09
3.723724e-05	1.898934e-08
3.743744e-05	2.272955e-10
3.763764e-05	1.150604e-09
3.783784e-05	1.176927e-08
3.803804e-05	-1.085087e-09
3.823824e-05	4.874263e-09
3.843844e-05	9.852153e-09
3.863864e-05	3.462347e-09
3.883884e-05	-2.482629e-08
3.903904e-05	-2.669247e-09
3.923924e-05	-4.827826e-09
3.943944e-05	-2.070610e-08
3.963964e-05	-7.718286e-09
3.983984e-05	-1.160802e-08
4.004004e-05	1.371033e-08
4.024024e-05	-1.506951e-08
4.044044e-05	6.767039e-09
4.064064e-05	-7.656725e-09
4.084084e-05	-2.704902e-09
4.104104e-05	1.475568e-08
4.124124e-05	6.776772e-11
4.144144e-05	-7.054111e-09
4.164164e-05	1.565620e-08
4.184184e-05	-6.361472e-09
4.204204e-05	-1.448909e-10
4.224224e-05	1.293749e-08
4.244244e-05	3.590795e-09
4.264264e-05	-1.112966e-08
4.284284e-05	1.131090e-08
4.304304e-05	3.809356e-09
4.324324e-05	1.026680e-08
4.344344e-05	1.230047e-10
4.364364e-05	-7.064868e-09
4.384384e-05	1.011608e-08
4.404404e-05	6.022070e-09
4.424424e-05	3.903567e-09
4.444444e-05	1.106753e-08
4.464464e-05	-5.806818e-09
4.484484e-05	-6.487911e-09
4.504505e-05	1.157377e-08
